1 5 6 51 52
1 7 8 53 54
1 11 12 57 58
1 13 14 59 60
1 15 16 61 62
1 27 26 70 69
1 29 28 72 71
1 31 30 74 73
1 9 10 55 56
1 25 24 68 67
2 11 12 57 58
2 31 30 74 73
3 13 14 59 60
3 29 28 72 71
4 15 16 61 62
4 27 26 70 69
5 33 32 76 75
5 35 34 78 77
6 9 10 55 56
6 25 24 68 67
